bid_id,bidder_id,auction,merchandise,device,time,country,ip,url
5778526,b5911ad047be676af7cfe760a4cb8e82oqywv,hy5xd,clothing,phone5,9698740526315789,ng,37.95.134.218,vasstdc27m7nks3
7316735,b76ae85f1af72f5b3fe24f6b63adb7939blwv,jqx39,jewelry,phone75,9707420736842105,in,1.158.230.21,fabamr4etaqtyqr
2751409,8f6605a649ae41fe950a6bf579452464d9lmc,ufrk9,jewelry,phone864,9633344684210526,ar,11.248.190.205,g6abifjsx19x8vx
2816887,96b90af2d3eea4d3b2bc725e1c92e212qu52g,gj2di,computers,phone2,9633872842105263,mx,33.228.113.35,vasstdc27m7nks3
1474955,a58ace8b671a7531c88814bc86b2a34cf0crb,ibksr,sporting goods,phone93,9767957105263157,za,137.54.176.129,96ky12gxeqflpwz
4506214,5e44000c94a475ded6ca728ed07e2639jm6sw,122l6,mobile,phone20,9641826736842105,in,130.65.229.161,u7xxxjsq1nrrfsw
6571284,cb557e4675bf4f36f93ef5599adff545nz370,b5ucb,mobile,phone176,9703329368421052,th,233.246.150.99,bfbgwq78n5q853s
1028430,a58ace8b671a7531c88814bc86b2a34cf0crb,dwy5m,sporting goods,phone153,9764681052631578,id,16.150.231.35,79aiqa59hqyshqf
356513,990db0dcdb665fb8fda5845b3e5d63082mbqq,82rui,home goods,phone4,9760979842105263,lk,200.175.138.198,vasstdc27m7nks3
5921030,fcef5902b5a77017e7dd5e3da17f5ca076nct,jqx39,home goods,phone3,9699600473684210,in,150.206.82.247,6u3axxx2rlqfgvk
6076682,9419b6875fe365ad734fe1a4be7411b1645qj,opnq4,mobile,phone207,9700286947368421,ng,105.144.126.10,vasstdc27m7nks3
4055745,f5b2bbad20d1d7ded3ed960393bec0f40u6hn,viy88,sporting goods,phone2,9640444000000000,ke,189.37.128.90,vasstdc27m7nks3
471703,8e46e0478d1fda88696becb31ff7978am9gxx,no273,sporting goods,phone119,9761939473684210,cy,169.188.26.67,vasstdc27m7nks3
4464088,3350dc181383b032a6542a61c67713f9lmevm,hb1zr,mobile,phone134,9641678052631578,mw,41.75.187.221,13uc134e75d4t9l
3587611,97f541ffdcbd1ee34610e3099c5df42acfvcd,opnq4,sporting goods,phone2,9637437368421052,ng,127.247.172.237,nwomwuzibn1e851
3741662,1dfbcadb4b5ee1599aa6882b419e6f62wmvuz,jzwu0,mobile,phone176,9638531105263157,my,57.151.202.206,on5yc8u9hrloiyt
1545832,e3d0a636bf384a7ea8909f392891f37emm7zb,z6j8b,mobile,phone4,9768358894736842,gh,183.128.75.7,vasstdc27m7nks3
5461719,86a02c9b3d20806079a30fef9a347865l7uo9,4k2wr,mobile,phone308,9696386526315789,th,63.57.28.231,8hoife5nu1fdad2
1817733,0d8f88a469b37c741cb4dc02c39f9cd6kegig,iw8xl,office equipment,phone349,9769216421052631,my,179.73.103.23,w8iazj4uffg9ekr
1781665,21f5b103136104e4947e293983dbaa5b4tder,jefix,sporting goods,phone6,9769060263157894,uk,124.196.132.141,oavj3uq9ktqvik1
4172292,9655ccc7c0c193f1549475f02c54dce45kjw7,1f9t0,sporting goods,phone1174,9640899421052631,us,133.183.43.4,vasstdc27m7nks3
4088501,f5b2bbad20d1d7ded3ed960393bec0f40u6hn,ngxwj,sporting goods,phone65,9640578210526315,gh,109.101.133.231,36v4xmw8tq86n1r
6685849,dbb6300b5201cf2dc793037755bbc91f3oufr,akytw,sporting goods,phone179,9703940473684210,in,114.178.47.8,onfzigdexe3lwio
467939,aa5f360084278b35d746fa6af3a7a1a5ra3xe,012wh,home goods,phone101,9761919105263157,ua,232.116.82.145,vasstdc27m7nks3
2748736,f5b2bbad20d1d7ded3ed960393bec0f40u6hn,ui8a6,sporting goods,phone76,9633326210526315,ng,196.68.127.152,vasstdc27m7nks3
3837978,05068af5ba4645de987789f5a3248cd1a9nft,pvjb4,sporting goods,phone110,9639269473684210,uk,126.245.177.104,2pkt6kl3oknvi1p
209557,fd10a3b9be97f053f251665e122aa15c0onyu,egotr,jewelry,phone1405,9759926789473684,th,130.41.15.21,f4szktnee5s39ss
4479611,b8283dc812128561db043121babe0c8akmmjv,hj2dw,home goods,phone53,9641728684210526,lb,231.209.26.234,ved22vccvq5e18r
2220384,b95dfc89719b287d7fdfa25a54ca9dfbxldxj,ielks,office equipment,phone3746,9772139368421052,vn,50.250.35.82,vasstdc27m7nks3
1423537,a51eb0674d176d1601c239e290d8db9aygqcy,jefix,mobile,phone3376,9767655368421052,kr,79.110.78.189,cdww6t93yodkiv5
94590,8b43632b2ac250c4dad3568efa29d22ai6egs,q79ya,jewelry,phone552,9759517789473684,za,217.2.250.243,jd9fx84gfedgoim
1043765,6c8ffec692e88d81e1b18d47818abb04v6llr,vvb6h,home goods,phone195,9764760736842105,ke,84.114.125.110,vasstdc27m7nks3
2669050,7e3c8e01b890ea175bce8285d8c59d47el52w,1ftck,home goods,phone32,9632919526315789,tr,33.213.192.130,vasstdc27m7nks3
101466,ab7ca72b2babe5c89184cce26625a48dvlebr,3zuwz,home goods,phone34,9759538947368421,fr,210.15.17.108,vasstdc27m7nks3
5340129,700966013ae97127a88ddd166e4c11fb383s0,52b8i,home goods,phone45,9695946000000000,pk,21.100.85.100,vasstdc27m7nks3
1783817,82f35ec74e372623df8729e1c4c10b49v2zdw,sxko0,jewelry,phone252,9769069000000000,in,58.77.39.172,9muh4m1j7fibijq
4200390,c8f537f6bb0aa2d45da541a875f014358qm7p,x1bm4,sporting goods,phone46,9641005736842105,se,106.190.239.95,vasstdc27m7nks3
4080907,eaaae0fb54c7d36724a9679c3128d5a7gn4k5,w9ybh,computers,phone128,9640548578947368,ru,99.58.222.91,9ov7iu4ejabz6ik
4545652,1fbd6eb9b1839d1239db26d84ab0b131bo7a8,opnq4,sporting goods,phone41,9641971526315789,gh,106.25.22.211,clkiwlw17g48ukw
4618020,7e309c6a76895cd92f846558500b3fa72ympz,ucvo3,office equipment,phone57,9642296947368421,vn,34.127.137.126,9463g3hys792fas
2295049,a58ace8b671a7531c88814bc86b2a34cf0crb,tr8gr,sporting goods,phone225,9772584157894736,pa,216.85.103.106,2mq7p4q36y5fp0x
1985274,4cdf0aaf5ef5d0cce46d10a864661e38u9bsn,7mkw3,mobile,phone91,9770583894736842,tr,73.71.18.212,ppkogkllfd0qr6u
3813274,f5b2bbad20d1d7ded3ed960393bec0f40u6hn,uvnl7,sporting goods,phone133,9639107315789473,ng,37.95.134.218,r17y76c4ts1cmcm
3550580,f5b2bbad20d1d7ded3ed960393bec0f40u6hn,hy5xd,sporting goods,phone25,9637285210526315,ng,224.130.156.216,ffy0dc2mdjy4pbv
824383,713fa3177b9c9c7c92cc9f74b71e84db0tss4,0elom,sporting goods,phone360,9763948842105263,in,147.93.196.69,lcvcmafj59ovqek
5659711,c2294751630e49a4e594dfd89383b271qzp0m,uvnl7,mobile,phone149,9697914368421052,tr,204.133.46.155,xjotpn2i1ume5vs
2556282,a578d8d6a86c1f31266fbc45e92f40a33wx8s,no958,office equipment,phone4,9632481736842105,mz,126.35.61.60,vasstdc27m7nks3
807733,8ab5f424b4fcc854c66b654e66e79c7diy0xs,1l64e,jewelry,phone3,9763903052631578,in,222.133.83.130,nroq8r1o9073jgq
890423,7a6215635868fb71d62ea1157f029000i24z0,46i7t,office equipment,phone135,9764145578947368,tr,81.0.185.14,gsk0i17o0g400ih
5738968,717a0a200628f9606d88afebaaeb409bv60y8,ltjov,home goods,phone337,9698466894736842,in,113.18.250.157,0zrizo00kjlu8l4
6325206,fda751b2957b69c503386815767e271b73xen,uirns,jewelry,phone2860,9701409210526315,it,142.63.255.172,gde9xakdv233ybl
5436371,62e00f0e2a0bfc58658c0ef16685e547zaaid,gpa7z,mobile,phone246,9696279947368421,om,133.191.68.35,8sxv9um9iiqe6uy
3945600,b7c39b9095390e69fec3acec842b591djoeo0,egst6,jewelry,phone106,9639905157894736,id,200.83.242.141,0je9o51bul4axc0
4081760,d6517684989560cbb0da1fb2f5bbba9b9y2st,v1zxa,jewelry,phone17,9640552000000000,in,32.19.251.142,p92pv5wjmkya9mr
6251657,626159dd6f2228ede002d9f9340f75b7puk8d,ngxwj,jewelry,phone92,9700970736842105,az,116.104.239.69,x8q1ddh4okw0jb3
58860,2df63fb4f6bbcd48b4033505e635799amktpu,h3ttu,jewelry,phone926,9759414947368421,us,116.253.114.194,jx9j0qv1ydimjyi
7561420,a99f91d51e8d9f5786dfa52e24292dfebi55j,xn0y0,sporting goods,phone350,9708781631578947,pl,121.34.232.6,vasstdc27m7nks3
1264878,4199816cef8be846ca71ae752575744fimyto,4tuo8,sporting goods,phone33,9766639263157894,fr,226.77.43.48,mqwwy4pjpz8ajzy
